"PERIOD","UNI","FIELD","LEVEL","SEX","VALUE"
"2019/20","4","6","3","2","64"
"2019/20","4","8","2","1","148"
"2019/20","4","8","2","2","217"
"2019/20","4","8","3","1","280"
"2019/20","4","8","3","2","264"
"2019/20","4","8","5","1","2"
"2019/20","4","8","5","2","5"
"2019/20","4","12","2","1","363"
"2019/20","4","12","2","2","945"
"2019/20","4","12","3","1","27"
"2019/20","4","12","3","2","79"
"2019/20","4","12","5","1","51"
"2019/20","4","12","5","2","136"
"2019/20","4","13","2","1","121"
"2019/20","4","13","2","2","336"
"2019/20","4","13","3","1","47"
"2019/20","4","13","3","2","89"
"2019/20","4","13","5","1","28"
"2019/20","4","13","5","2","21"
"2019/20","4","15","1","1","173"
"2019/20","4","15","1","2","161"
"2019/20","4","15","2","1","640"
"2019/20","4","15","2","2","1765"
"2019/20","4","15","3","1","198"
"2019/20","4","15","3","2","408"
"2019/20","4","15","5","1","5"
"2019/20","4","15","5","2","49"
"2019/20","5","1","2","1","339"
"2019/20","5","1","2","2","171"
"2019/20","5","1","3","1","38"
"2019/20","5","1","3","2","33"
"2019/20","5","1","5","1","37"
"2019/20","5","1","5","2","5"
"2019/20","5","2","2","1","1395"
"2019/20","5","2","2","2","183"
"2019/20","5","2","3","1","126"
"2019/20","5","2","3","2","13"
"2019/20","5","2","5","1","46"
"2019/20","5","2","5","2","3"
"2019/20","5","5","2","1","809"
"2019/20","5","5","2","2","806"
"2019/20","5","5","3","1","287"
"2019/20","5","5","3","2","305"
"2019/20","5","5","5","1","316"
"2019/20","5","5","5","2","172"
"2019/20","5","6","2","1","133"
"2019/20","5","6","2","2","358"
"2019/20","5","6","3","1","105"
"2019/20","5","6","3","2","52"
"2019/20","5","8","2","1","198"
"2019/20","5","8","2","2","276"
"2019/20","5","8","3","1","176"
"2019/20","5","8","3","2","183"
"2019/20","5","12","2","1","217"
"2019/20","5","12","2","2","562"
"2019/20","5","12","3","1","16"
"2019/20","5","12","3","2","34"
"2019/20","5","12","5","1","20"
"2019/20","5","12","5","2","77"
"2019/20","5","13","2","1","59"
"2019/20","5","13","2","2","167"
"2019/20","5","15","1","1","12"
"2019/20","5","15","1","2","13"
"2019/20","6","1","2","1","235"
"2019/20","6","1","2","2","94"
"2019/20","6","1","5","1","8"
"2019/20","6","1","5","2","4"
"2019/20","6","2","2","1","1228"
"2019/20","6","2","2","2","132"
"2019/20","6","2","3","1","132"
"2019/20","6","2","3","2","34"
"2019/20","6","2","5","1","78"
"2019/20","6","2","5","2","19"
"2019/20","6","5","2","1","590"
"2019/20","6","5","2","2","456"
"2019/20","6","5","3","1","136"
"2019/20","6","5","3","2","51"
"2019/20","6","5","5","1","198"
"2019/20","6","5","5","2","76"
"2019/20","6","6","2","1","63"
"2019/20","6","6","2","2","197"
"2019/20","6","6","3","1","3"
"2019/20","6","6","3","2","21"
"2019/20","6","6","5","1","6"
"2019/20","6","6","5","2","8"
"2019/20","6","8","2","1","39"
"2019/20","6","8","2","2","40"
"2019/20","6","8","3","1","110"
"2019/20","6","8","3","2","99"
"2019/20","6","8","5","1","29"
"2019/20","6","8","5","2","35"
"2019/20","6","12","2","1","83"
"2019/20","6","12","2","2","243"
"2019/20","6","14","2","1","207"
"2019/20","6","14","2","2","731"
"2019/20","6","14","3","1","5"
"2019/20","6","14","3","2","15"
"2019/20","6","14","5","1","14"
"2019/20","6","14","5","2","64"
"2019/20","6","15","1","1","11"
"2019/20","6","15","1","2","6"
"2019/20","6","15","2","1","47"
"2019/20","6","15","2","2","228"
"2019/20","6","15","3","1","53"
"2019/20","6","15","3","2","87"
"2019/20","6","15","5","1","4"
"2019/20","6","15","5","2","25"
"2019/20","7","1","2","1","484"
"2019/20","7","1","2","2","212"
"2019/20","7","1","3","1","28"
"2019/20","7","1","3","2","26"
"2019/20","7","1","5","1","2"
"2019/20","7","1","5","2","2"
"2019/20","7","2","2","1","1474"
"2019/20","7","2","2","2","313"
"2019/20","7","2","3","1","133"
"2019/20","7","2","3","2","9"
"2019/20","7","2","5","1","212"
"2019/20","7","2","5","2","44"
"2019/20","7","5","2","1","786"
"2019/20","7","5","2","2","874"
"2019/20","7","5","3","1","139"
"2019/20","7","5","3","2","88"
"2019/20","7","5","5","1","380"
"2019/20","7","5","5","2","109"
"2019/20","7","12","2","1","141"
"2019/20","7","12","2","2","489"
"2019/20","7","12","3","1","15"
"2019/20","7","12","3","2","35"
"2019/20","7","12","5","1","28"
"2019/20","7","12","5","2","29"
"2019/20","7","14","2","1","23"
"2019/20","7","14","2","2","200"
"2019/20","7","14","3","1","6"
"2019/20","7","14","3","2","44"
"2019/20","7","14","5","1","1"
"2019/20","7","14","5","2","8"
"2019/20","10","1","2","1","278"
"2019/20","10","1","2","2","94"
"2019/20","10","1","3","1","41"
"2019/20","10","1","3","2","25"
"2019/20","10","2","2","1","1830"
"2019/20","10","2","2","2","212"
"2019/20","10","2","3","1","204"
"2019/20","10","2","3","2","22"
"2019/20","10","2","5","1","171"
"2019/20","10","2","5","2","16"
"2019/20","10","3","2","1","595"
"2019/20","10","3","2","2","575"
"2019/20","10","3","3","1","122"
"2019/20","10","3","3","2","122"
"2019/20","10","5","2","1","3076"
"2019/20","10","5","2","2","2669"
"2019/20","10","5","3","1","510"
"2019/20","10","5","3","2","354"
"2019/20","10","5","5","1","954"
"2019/20","10","5","5","2","510"
"2019/20","10","6","2","1","168"
"2019/20","10","6","2","2","212"
"2019/20","10","6","3","1","20"
"2019/20","10","6","3","2","32"
"2019/20","10","6","5","1","8"
"2019/20","10","6","5","2","4"
"2019/20","10","8","2","1","402"
"2019/20","10","8","2","2","518"
"2019/20","10","8","3","1","417"
"2019/20","10","8","3","2","523"
"2019/20","10","8","5","1","12"
"2019/20","10","8","5","2","44"
"2019/20","10","11","2","1","64"
"2019/20","10","11","2","2","321"
"2019/20","10","11","3","1","13"
"2019/20","10","11","3","2","55"
"2019/20","10","11","5","1","6"
"2019/20","10","11","5","2","16"
"2019/20","10","12","2","1","208"
"2019/20","10","12","2","2","578"
"2019/20","10","12","3","1","24"
"2019/20","10","12","3","2","72"
"2019/20","10","12","5","1","7"
"2019/20","10","12","5","2","13"
"2019/20","10","13","2","1","115"
"2019/20","10","13","2","2","323"
"2019/20","10","13","3","1","34"
"2019/20","10","13","3","2","209"
"2019/20","10","13","5","1","115"
"2019/20","10","13","5","2","409"
"2019/20","10","14","2","1","161"
"2019/20","10","14","2","2","1414"
"2019/20","10","14","3","1","49"
"2019/20","10","14","3","2","164"
"2019/20","10","14","5","1","15"
"2019/20","10","14","5","2","89"
"2019/20","10","15","1","1","193"
"2019/20","10","15","1","2","194"
"2019/20","10","15","2","1","687"
"2019/20","10","15","2","2","1903"
"2019/20","10","15","3","1","261"
"2019/20","10","15","3","2","373"
"2019/20","10","15","5","1","4"
"2019/20","10","15","5","2","7"
"2019/20","14","5","2","1","485"
"2019/20","14","5","2","2","401"
"2019/20","14","5","3","1","26"
"2019/20","14","5","3","2","35"
"2019/20","14","5","5","1","811"
"2019/20","14","5","5","2","418"
"2019/20","14","8","2","1","44"
"2019/20","14","8","2","2","46"
"2019/20","14","8","3","1","36"
"2019/20","14","8","3","2","63"
"2019/20","14","14","2","1","7"
"2019/20","14","14","2","2","40"
"2019/20","14","14","3","1","6"
"2019/20","14","14","3","2","19"
"2019/20","14","14","5","1","21"
"2019/20","14","14","5","2","51"
"2019/20","17","15","1","1","848"
"2019/20","17","15","1","2","792"
"2019/20","17","15","2","1","1720"
"2019/20","17","15","2","2","6456"
"2019/20","17","15","3","1","1019"
"2019/20","17","15","3","2","2930"
"2019/20","17","15","5","1","73"
"2019/20","17","15","5","2","145"
"2020/21","1","1","2","1","377"
"2020/21","1","1","2","2","120"
"2020/21","1","1","3","1","71"
"2020/21","1","1","3","2","26"
"2020/21","1","1","5","1","2"
"2020/21","1","1","5","2","1"
"2020/21","1","2","2","1","1014"
"2020/21","1","2","2","2","122"
"2020/21","1","2","3","1","65"
"2020/21","1","2","3","2","4"
"2020/21","1","2","5","1","131"
"2020/21","1","2","5","2","23"
"2020/21","1","3","2","1","84"
"2020/21","1","3","2","2","93"
"2020/21","1","3","3","1","45"
"2020/21","1","3","3","2","78"
"2020/21","1","4","2","1","270"
"2020/21","1","4","2","2","205"
"2020/21","1","5","2","1","583"
"2020/21","1","5","2","2","394"
"2020/21","1","5","3","1","107"
"2020/21","1","5","3","2","54"
"2020/21","1","5","5","1","44"
"2020/21","1","5","5","2","13"
"2020/21","1","6","2","1","32"
"2020/21","1","6","2","2","122"
"2020/21","1","6","3","1","25"
"2020/21","1","6","3","2","94"
"2020/21","1","7","2","1","96"
"2020/21","1","7","2","2","32"
"2020/21","1","7","3","1","49"
"2020/21","1","7","3","2","25"
"2020/21","1","8","2","1","163"
"2020/21","1","8","2","2","215"
"2020/21","1","8","3","1","236"
"2020/21","1","8","3","2","236"
"2020/21","1","8","5","1","28"
"2020/21","1","8","5","2","20"
"2020/21","1","12","2","1","188"
"2020/21","1","12","2","2","522"
"2020/21","1","12","3","1","11"
"2020/21","1","12","3","2","57"
"2020/21","1","12","5","1","4"
"2020/21","1","12","5","2","20"
"2020/21","1","14","2","1","167"
"2020/21","1","14","2","2","1203"
"2020/21","1","14","3","1","49"
"2020/21","1","14","3","2","195"
"2020/21","1","14","5","1","3"
"2020/21","1","14","5","2","3"
"2020/21","3","1","2","1","648"
"2020/21","3","1","2","2","362"
"2020/21","3","1","3","1","86"
"2020/21","3","1","3","2","63"
"2020/21","3","1","5","1","20"
"2020/21","3","1","5","2","3"
"2020/21","3","2","2","1","2314"
"2020/21","3","2","2","2","288"
"2020/21","3","2","3","1","340"
"2020/21","3","2","3","2","27"
"2020/21","3","2","5","1","11"
"2020/21","3","2","5","2","4"
"2020/21","3","3","2","1","264"
"2020/21","3","3","2","2","187"
"2020/21","3","3","3","1","61"
"2020/21","3","3","3","2","33"
"2020/21","3","4","2","1","75"
"2020/21","3","4","2","2","41"
"2020/21","3","5","2","1","3462"
"2020/21","3","5","2","2","3564"
"2020/21","3","5","3","1","145"
"2020/21","3","5","3","2","121"
"2020/21","3","5","5","1","132"
"2020/21","3","5","5","2","68"
"2020/21","3","6","2","1","255"
"2020/21","3","6","2","2","407"
"2020/21","3","6","3","1","133"
"2020/21","3","6","3","2","140"
"2020/21","3","6","5","1","8"
"2020/21","3","6","5","2","4"
"2020/21","3","8","2","1","412"
"2020/21","3","8","2","2","530"
"2020/21","3","8","3","1","382"
"2020/21","3","8","3","2","448"
"2020/21","3","12","2","1","693"
"2020/21","3","12","2","2","1660"
"2020/21","3","12","3","1","31"
"2020/21","3","12","3","2","69"
"2020/21","3","12","5","1","1"
"2020/21","3","14","2","1","778"
"2020/21","3","14","2","2","3019"
"2020/21","3","14","3","1","32"
"2020/21","3","14","3","2","89"
"2020/21","3","15","2","1","3"
"2020/21","3","15","2","2","50"
"2020/21","3","15","3","1","2"
"2020/21","3","15","3","2","43"
"2020/21","4","1","2","1","256"
"2020/21","4","1","2","2","92"
"2020/21","4","1","3","1","60"
"2020/21","4","1","3","2","27"
"2020/21","4","1","5","1","36"
"2020/21","4","1","5","2","3"
"2020/21","4","2","2","1","1470"
"2020/21","4","2","2","2","291"
"2020/21","4","2","3","1","89"
"2020/21","4","2","3","2","11"
"2020/21","4","2","5","1","122"
"2020/21","4","2","5","2","12"
"2020/21","4","3","2","1","306"
"2020/21","4","3","2","2","273"
"2020/21","4","3","3","1","92"
"2020/21","4","3","3","2","67"
"2020/21","4","3","5","1","16"
"2020/21","4","3","5","2","19"
"2020/21","4","5","2","1","1584"
"2020/21","4","5","2","2","1062"
"2020/21","4","5","3","1","240"
"2020/21","4","5","3","2","146"
"2020/21","4","5","5","1","478"
"2020/21","4","5","5","2","232"
"2020/21","4","6","2","1","171"
"2020/21","4","6","2","2","273"
"2020/21","4","6","3","1","37"
"2020/21","4","6","3","2","72"
"2020/21","4","8","2","1","153"
"2020/21","4","8","2","2","208"
"2020/21","4","8","3","1","286"
"2020/21","4","8","3","2","278"
"2020/21","4","8","5","1","2"
"2020/21","4","8","5","2","5"
"2020/21","4","12","2","1","381"
"2020/21","4","12","2","2","972"
"2020/21","4","12","3","1","33"
"2020/21","4","12","3","2","75"
"2020/21","4","12","5","1","50"
"2020/21","4","12","5","2","133"
"2020/21","4","13","2","1","117"
"2020/21","4","13","2","2","325"
"2020/21","4","13","3","1","60"
"2020/21","4","13","3","2","107"
"2020/21","4","13","5","1","27"
"2020/21","4","13","5","2","32"
"2020/21","4","15","1","1","164"
"2020/21","4","15","1","2","151"
"2020/21","4","15","2","1","682"
"2020/21","4","15","2","2","1869"
"2020/21","4","15","3","1","229"
"2020/21","4","15","3","2","452"
"2020/21","4","15","5","1","7"
"2020/21","4","15","5","2","52"
"2020/21","5","1","2","1","318"
"2020/21","5","1","2","2","174"
"2020/21","5","1","3","1","54"
"2020/21","5","1","3","2","40"
"2020/21","5","1","5","1","15"
"2020/21","5","2","2","1","1556"
"2020/21","5","2","2","2","223"
"2020/21","5","2","3","1","127"
"2020/21","5","2","3","2","24"
"2020/21","5","2","5","1","51"
"2020/21","5","2","5","2","2"
"2020/21","5","5","2","1","804"
"2020/21","5","5","2","2","811"
"2020/21","5","5","3","1","299"
"2020/21","5","5","3","2","313"
"2020/21","5","5","5","1","280"
"2020/21","5","5","5","2","140"
"2020/21","5","6","2","1","152"
"2020/21","5","6","2","2","399"
"2020/21","5","6","3","1","181"
"2020/21","5","6","3","2","109"
"2020/21","5","8","2","1","199"
"2020/21","5","8","2","2","318"
"2020/21","5","8","3","1","195"
"2020/21","5","8","3","2","207"
"2020/21","5","8","5","1","1"
"2020/21","5","12","2","1","212"
"2020/21","5","12","2","2","590"
"2020/21","5","12","3","1","14"
"2020/21","5","12","3","2","37"
"2020/21","5","12","5","1","18"
"2020/21","5","12","5","2","57"
"2020/21","5","13","2","1","112"
"2020/21","5","13","2","2","304"
"2020/21","5","15","1","1","9"
"2020/21","5","15","1","2","8"
"2020/21","6","1","2","1","239"
"2020/21","6","1","2","2","95"
"2020/21","6","1","5","1","8"
"2020/21","6","1","5","2","4"
"2020/21","6","2","2","1","1239"
"2020/21","6","2","2","2","148"
"2020/21","6","2","3","1","150"
"2020/21","6","2","3","2","30"
"2020/21","6","2","5","1","102"
"2020/21","6","2","5","2","21"
"2020/21","6","5","2","1","585"
"2020/21","6","5","2","2","452"
"2020/21","6","5","3","1","154"
"2020/21","6","5","3","2","65"
"2020/21","6","5","5","1","191"
"2020/21","6","5","5","2","74"
"2020/21","6","6","2","1","65"
"2020/21","6","6","2","2","204"
"2020/21","6","6","3","1","1"
"2020/21","6","6","3","2","15"
"2020/21","6","6","5","1","1"
"2020/21","6","8","2","1","50"
"2020/21","6","8","2","2","37"
"2020/21","6","8","3","1","116"
"2020/21","6","8","3","2","117"
"2020/21","6","8","5","1","29"
"2020/21","6","8","5","2","27"
"2020/21","6","12","2","1","87"
"2020/21","6","12","2","2","246"
"2020/21","6","14","2","1","221"
"2020/21","6","14","2","2","739"
"2020/21","6","14","3","1","14"
"2020/21","6","14","3","2","29"
"2020/21","6","14","5","1","17"
"2020/21","6","14","5","2","70"
"2020/21","6","15","1","1","16"
"2020/21","6","15","1","2","11"
"2020/21","6","15","2","1","50"
"2020/21","6","15","2","2","242"
"2020/21","6","15","3","1","55"
"2020/21","6","15","3","2","80"
"2020/21","6","15","5","1","2"
"2020/21","6","15","5","2","17"
"2020/21","8","1","2","1","373"
"2020/21","8","1","2","2","196"
"2020/21","8","1","3","1","33"
"2020/21","8","1","3","2","24"
"2020/21","8","2","2","1","1273"
"2020/21","8","2","2","2","105"
"2020/21","8","2","3","1","154"
"2020/21","8","2","3","2","5"
"2020/21","8","2","5","1","70"
"2020/21","8","2","5","2","4"
"2020/21","8","5","2","1","284"
"2020/21","8","5","2","2","227"
"2020/21","8","5","3","1","75"
"2020/21","8","5","3","2","35"
"2020/21","8","5","5","1","223"
"2020/21","8","5","5","2","55"
"2020/21","8","12","2","1","165"
"2020/21","8","12","2","2","484"
"2020/21","8","12","3","1","14"
"2020/21","8","12","3","2","36"
"2020/21","8","12","5","1","27"
"2020/21","8","12","5","2","30"
"2020/21","8","14","2","1","20"
"2020/21","8","14","2","2","186"
"2020/21","8","14","3","1","3"
"2020/21","8","14","3","2","41"
"2020/21","8","14","5","1","3"
"2020/21","8","14","5","2","11"
"2020/21","9","1","2","1","122"
"2020/21","9","1","2","2","44"
"2020/21","9","2","2","1","204"
"2020/21","9","2","2","2","213"
"2020/21","9","2","3","1","1"
"2020/21","9","2","3","2","1"
"2020/21","9","5","2","1","521"
"2020/21","9","5","2","2","676"
"2020/21","9","5","3","1","68"
"2020/21","9","5","3","2","86"
"2020/21","9","5","5","1","153"
"2020/21","9","5","5","2","54"
"2020/21","10","1","2","1","266"
"2020/21","10","1","2","2","94"
"2020/21","10","1","3","1","55"
"2020/21","10","1","3","2","29"
"2020/21","10","2","2","1","1839"
"2020/21","10","2","2","2","215"
"2020/21","10","2","3","1","198"
"2020/21","10","2","3","2","35"
"2020/21","10","2","5","1","172"
"2020/21","10","2","5","2","18"
"2020/21","10","3","2","1","621"
"2020/21","10","3","2","2","626"
"2020/21","10","3","3","1","155"
"2020/21","10","3","3","2","160"
"2020/21","10","5","2","1","3174"
"2020/21","10","5","2","2","2826"
"2020/21","10","5","3","1","604"
"2020/21","10","5","3","2","447"
"2020/21","10","5","5","1","882"
"2020/21","10","5","5","2","514"
"2020/21","10","6","2","1","163"
"2020/21","10","6","2","2","224"
"2020/21","10","6","3","1","21"
"2020/21","10","6","3","2","38"
"2020/21","10","6","5","1","4"
"2020/21","10","6","5","2","5"
"2020/21","10","8","2","1","375"
"2020/21","10","8","2","2","525"
"2020/21","10","8","3","1","430"
"2020/21","10","8","3","2","541"
"2020/21","10","8","5","1","17"
"2020/21","10","8","5","2","52"
"2020/21","10","11","2","1","80"
"2020/21","10","11","2","2","365"
"2020/21","10","11","3","1","14"
"2020/21","10","11","3","2","56"
"2020/21","10","11","5","1","6"
"2020/21","10","11","5","2","13"
"2020/21","10","12","2","1","198"
"2020/21","10","12","2","2","583"
"2020/21","10","12","3","1","26"
"2020/21","10","12","3","2","93"
"2020/21","10","12","5","1","20"
"2020/21","10","12","5","2","21"
"2020/21","10","13","2","1","121"
"2020/21","10","13","2","2","356"
"2020/21","10","13","3","1","38"
"2020/21","10","13","3","2","206"
"2020/21","10","13","5","1","135"
"2020/21","10","13","5","2","449"
"2020/21","10","14","2","1","177"
"2020/21","10","14","2","2","1465"
"2020/21","10","14","3","1","45"
"2020/21","10","14","3","2","186"
"2020/21","10","14","5","1","15"
"2020/21","10","14","5","2","84"
"2020/21","10","15","1","1","196"
"2020/21","10","15","1","2","183"
"2020/21","10","15","2","1","763"
"2020/21","10","15","2","2","2006"
"2020/21","10","15","3","1","303"
"2020/21","10","15","3","2","406"
"2020/21","10","15","5","1","5"
"2020/21","10","15","5","2","5"
"2020/21","14","5","2","1","543"
"2020/21","14","5","2","2","481"
"2020/21","14","5","3","1","43"
"2020/21","14","5","3","2","49"
"2020/21","14","5","5","1","849"
"2020/21","14","5","5","2","475"
"2020/21","14","8","2","1","43"
"2020/21","14","8","2","2","46"
"2020/21","14","8","3","1","37"
"2020/21","14","8","3","2","64"
"2020/21","14","14","2","1","16"
"2020/21","14","14","2","2","64"
"2020/21","14","14","3","1","8"
"2020/21","14","14","3","2","21"
"2020/21","14","14","5","1","28"
"2020/21","14","14","5","2","59"
"2020/21","17","15","1","1","862"
"2020/21","17","15","1","2","756"
"2020/21","17","15","2","1","1884"
"2020/21","17","15","2","2","6814"
"2020/21","17","15","3","1","1116"
"2020/21","17","15","3","2","3106"
"2020/21","17","15","5","1","69"
"2020/21","17","15","5","2","139"
"2021/22","1","1","2","1","349"
"2021/22","1","1","2","2","125"
"2021/22","1","1","3","1","75"
"2021/22","1","1","3","2","25"
"2021/22","1","1","5","1","7"
"2021/22","1","1","5","2","3"
"2021/22","1","2","2","1","952"
"2021/22","1","2","2","2","131"
"2021/22","1","2","3","1","63"
"2021/22","1","2","3","2","9"
"2021/22","1","2","5","1","145"
"2021/22","1","2","5","2","23"
"2021/22","1","3","2","1","82"
"2021/22","1","3","2","2","92"
"2021/22","1","3","3","1","41"
"2021/22","1","3","3","2","85"
"2021/22","1","4","2","1","251"
"2021/22","1","4","2","2","217"
"2021/22","1","5","2","1","634"
"2021/22","1","5","2","2","453"
"2021/22","1","5","3","1","167"
"2021/22","1","5","3","2","81"
"2021/22","1","5","5","1","34"
"2021/22","1","5","5","2","26"
"2021/22","1","6","2","1","41"
"2021/22","1","6","2","2","126"
"2021/22","1","6","3","1","33"
"2021/22","1","6","3","2","97"
"2021/22","1","7","2","1","90"
"2021/22","1","7","2","2","36"
"2021/22","1","7","3","1","37"
"2021/22","1","7","3","2","20"
"2021/22","1","8","2","1","160"
"2021/22","1","8","2","2","214"
"2021/22","1","8","3","1","230"
"2021/22","1","8","3","2","261"
"2021/22","1","8","5","1","16"
"2021/22","1","8","5","2","19"
"2021/22","1","12","2","1","200"
"2021/22","1","12","2","2","560"
"2021/22","1","12","3","1","16"
"2021/22","1","12","3","2","58"
"2021/22","1","12","5","1","1"
"2021/22","1","12","5","2","18"
"2021/22","1","14","2","1","172"
"2021/22","1","14","2","2","1203"
"2021/22","1","14","3","1","59"
"2021/22","1","14","3","2","250"
"2021/22","1","14","5","1","1"
"2021/22","1","14","5","2","8"
"2021/22","3","1","2","1","632"
"2021/22","3","1","2","2","340"
"2021/22","3","1","3","1","99"
"2021/22","3","1","3","2","67"
"2021/22","3","1","5","1","17"
"2021/22","3","1","5","2","3"
"2021/22","3","2","2","1","2285"
"2021/22","3","2","2","2","299"
"2021/22","3","2","3","1","366"
"2021/22","3","2","3","2","32"
"2021/22","3","2","5","1","17"
"2021/22","3","2","5","2","1"
"2021/22","3","3","2","1","255"
"2021/22","3","3","2","2","202"
"2021/22","3","3","3","1","46"
"2021/22","3","3","3","2","25"
"2021/22","3","4","2","1","66"
"2021/22","3","4","2","2","40"
"2021/22","3","5","2","1","3504"
"2021/22","3","5","2","2","3676"
"2021/22","3","5","3","1","160"
"2021/22","3","5","3","2","140"
"2021/22","3","5","5","1","137"
"2021/22","3","5","5","2","59"
"2021/22","3","6","2","1","256"
"2021/22","3","6","2","2","425"
"2021/22","3","6","3","1","125"
"2021/22","3","6","3","2","159"
"2021/22","3","6","5","1","7"
"2021/22","3","6","5","2","10"
"2021/22","3","8","2","1","383"
"2021/22","3","8","2","2","515"
"2021/22","3","8","3","1","391"
"2021/22","3","8","3","2","457"
"2021/22","3","12","2","1","679"
"2021/22","3","12","2","2","1709"
"2021/22","3","12","3","1","33"
"2021/22","3","12","3","2","77"
"2021/22","3","12","5","1","3"
"2021/22","3","12","5","2","7"
"2021/22","3","14","2","1","854"
"2021/22","3","14","2","2","3150"
"2021/22","3","14","3","1","35"
"2021/22","3","14","3","2","93"
"2021/22","3","15","2","1","2"
"2021/22","3","15","2","2","16"
"2021/22","3","15","3","1","5"
"2021/22","3","15","3","2","56"
"2021/22","4","1","2","1","253"
"2021/22","4","1","2","2","95"
"2021/22","4","1","3","1","74"
"2021/22","4","1","3","2","33"
"2021/22","4","1","5","1","39"
"2021/22","4","1","5","2","7"
"2021/22","4","2","2","1","1453"
"2021/22","4","2","2","2","295"
"2021/22","4","2","3","1","81"
"2021/22","4","2","3","2","9"
"2021/22","4","2","5","1","117"
"2021/22","4","2","5","2","11"
"2021/22","4","3","2","1","315"
"2021/22","4","3","2","2","298"
"2021/22","4","3","3","1","95"
"2021/22","4","3","3","2","80"
"2021/22","4","3","5","1","15"
"2021/22","4","3","5","2","24"
"2021/22","4","5","2","1","1638"
"2021/22","4","5","2","2","1059"
"2021/22","4","5","3","1","238"
"2021/22","4","5","3","2","159"
"2021/22","4","5","5","1","429"
"2021/22","4","5","5","2","240"
"2021/22","4","6","2","1","159"
"2021/22","4","6","2","2","276"
"2021/22","4","6","3","1","33"
"2021/22","4","6","3","2","79"
"2021/22","4","8","2","1","156"
"2021/22","4","8","2","2","209"
"2021/22","4","8","3","1","300"
"2021/22","4","8","3","2","288"
"2021/22","4","8","5","1","1"
"2021/22","4","8","5","2","1"
"2021/22","4","12","2","1","390"
"2021/22","4","12","2","2","1000"
"2021/22","4","12","3","1","31"
"2021/22","4","12","3","2","78"
"2021/22","4","12","5","1","46"
"2021/22","4","12","5","2","107"
"2021/22","4","13","2","1","125"
"2021/22","4","13","2","2","312"
"2021/22","4","13","3","1","53"
"2021/22","4","13","3","2","122"
"2021/22","4","13","5","1","18"
"2021/22","4","13","5","2","25"
"2021/22","4","15","1","1","166"
"2021/22","4","15","1","2","167"
"2021/22","4","15","2","1","682"
"2021/22","4","15","2","2","1841"
"2021/22","4","15","3","1","245"
"2021/22","4","15","3","2","517"
"2021/22","4","15","5","1","6"
"2021/22","4","15","5","2","55"
"2021/22","5","1","2","1","324"
"2021/22","5","1","2","2","185"
"2021/22","5","1","3","1","60"
"2021/22","5","1","3","2","41"
"2021/22","5","1","5","1","19"
"2021/22","5","1","5","2","4"
"2021/22","5","2","2","1","1622"
"2021/22","5","2","2","2","237"
"2021/22","5","2","3","1","134"
"2021/22","5","2","3","2","33"
"2021/22","5","2","5","1","39"
"2021/22","5","5","2","1","798"
"2021/22","5","5","2","2","791"
"2021/22","5","5","3","1","330"
"2021/22","5","5","3","2","327"
"2021/22","5","5","5","1","307"
"2021/22","5","5","5","2","149"
"2021/22","5","6","2","1","153"
"2021/22","5","6","2","2","422"
"2021/22","5","6","3","1","232"
"2021/22","5","6","3","2","147"
"2021/22","5","8","2","1","208"
"2021/22","5","8","2","2","331"
"2021/22","5","8","3","1","218"
"2021/22","5","8","3","2","235"
"2021/22","5","12","2","1","202"
"2021/22","5","12","2","2","613"
"2021/22","5","12","3","1","13"
"2021/22","5","12","3","2","32"
"2021/22","5","12","5","1","34"
"2021/22","5","12","5","2","74"
"2021/22","5","13","2","1","180"
"2021/22","5","13","2","2","444"
"2021/22","5","15","1","1","12"
"2021/22","5","15","1","2","9"
"2021/22","6","1","2","1","231"
"2021/22","6","1","2","2","97"
"2021/22","6","1","3","1","1"
"2021/22","6","1","3","2","1"
"2021/22","6","1","5","1","8"
"2021/22","6","1","5","2","2"
"2021/22","6","2","2","1","1243"
"2021/22","6","2","2","2","167"
"2021/22","6","2","3","1","176"
"2021/22","6","2","3","2","39"
"2021/22","6","2","5","1","87"
"2021/22","6","2","5","2","11"
"2021/22","6","5","2","1","630"
"2021/22","6","5","2","2","445"
"2021/22","6","5","3","1","139"
"2021/22","6","5","3","2","80"
"2021/22","6","5","5","1","194"
"2021/22","6","5","5","2","76"
"2021/22","6","6","2","1","63"
"2021/22","6","6","2","2","198"
"2021/22","6","6","3","1","15"
"2021/22","6","6","3","2","31"
"2021/22","6","8","2","1","53"
"2021/22","6","8","2","2","43"
"2021/22","6","8","3","1","116"
"2021/22","6","8","3","2","118"
"2021/22","6","8","5","1","37"
"2021/22","6","8","5","2","28"
"2021/22","6","12","2","1","97"
"2021/22","6","12","2","2","253"
"2021/22","6","14","2","1","222"
"2021/22","6","14","2","2","772"
"2021/22","6","14","3","1","7"
"2021/22","6","14","3","2","15"
"2021/22","6","14","5","1","27"
"2021/22","6","14","5","2","76"
"2021/22","6","15","1","1","17"
"2021/22","6","15","1","2","20"
"2021/22","6","15","2","1","44"
"2021/22","6","15","2","2","266"
"2021/22","6","15","3","1","76"
"2021/22","6","15","3","2","114"
"2021/22","6","15","5","1","4"
"2021/22","6","15","5","2","23"
"2021/22","8","1","2","1","356"
"2021/22","8","1","2","2","208"
"2021/22","8","1","3","1","39"
"2021/22","8","1","3","2","24"
